name,genderRank,divRank,overallRank,bib,division,age,state,country,profession,points,swim,swimDistance,t1,bike,bikeDistance,t2,run,runDistance,overall
James Bell,---,236,---,709,40-44,48,---,NZL,---,---,00:59:18,3.9 km,00:05:51,05:56:12,180.2 km,00:03:13,03:37:54,42.2 km,10:42:28
Michela Bellucci,---,954,---,636,35-39,43,---,ITA,---,---,01:24:14,3.9 km,00:07:53,07:59:38,180.2 km,00:03:50,04:36:09,42.2 km,14:11:44
Geoff Bendall,---,231,---,472,35-39,43,---,NZL,---,---,01:06:46,3.9 km,00:06:59,05:27:59,180.2 km,00:02:35,03:56:43,42.2 km,10:41:02
Aaron Bennett,---,764,---,473,35-39,42,---,NZL,---,---,00:59:38,3.9 km,00:07:20,06:17:50,180.2 km,00:03:52,05:30:11,42.2 km,12:58:51
Brian Bennett,---,678,---,1257,60-64,---,WA,AUS,---,---,01:23:40,3.9 km,00:13:00,06:18:29,180.2 km,00:08:13,04:34:23,42.2 km,12:37:45
Jason Benniman,---,330,---,474,35-39,43,NZ,GBR,---,---,00:53:55,3.9 km,00:05:47,05:48:24,180.2 km,00:02:57,04:13:50,42.2 km,11:04:53
Jacqui Benoit,---,342,---,220,25-29,32,---,AUS,---,---,00:59:21,3.9 km,00:04:55,06:02:39,180.2 km,00:04:30,03:56:36,42.2 km,11:08:01
Phil Benoit,---,536,---,1202,55-59,61,MA,AUS,---,---,01:13:08,3.9 km,00:07:11,06:11:19,180.2 km,00:02:27,04:21:58,42.2 km,11:56:03
Jason Benwell,---,816,---,262,30-34,40,CA,USA,---,---,01:08:56,3.9 km,00:07:49,06:44:06,180.2 km,00:03:42,05:14:07,42.2 km,13:18:40
Michael Berger,---,839,---,1203,55-59,62,GA,USA,---,---,01:13:07,3.9 km,00:13:03,07:20:14,180.2 km,00:07:54,04:31:01,42.2 km,13:25:19
Sophie Bergeron,---,733,---,412,30-34,37,---,CAN,---,---,01:18:15,3.9 km,00:10:35,06:51:19,180.2 km,00:06:20,04:25:01,42.2 km,12:51:30
Jesse Bergman,---,698,---,263,30-34,39,MN,USA,---,---,01:02:55,3.9 km,00:07:12,06:47:22,180.2 km,00:06:33,04:39:10,42.2 km,12:43:12
Paul Berry,---,230,---,1204,55-59,65,---,NZL,---,---,01:09:19,3.9 km,00:05:26,05:36:01,180.2 km,00:01:50,03:48:17,42.2 km,10:40:53
Steel Beveridge,---,---,DNF,1205,55-59,65,NSW,AUS,---,---,01:35:22,3.9 km,00:09:58,08:36:25,180.2 km,00:05:21,---,42.2 km,DNF
Kate Bevilaqua,---,153,---,8,PRO,39,WA,AUS,---,---,00:57:11,3.9 km,00:04:19,05:12:48,180.2 km,00:01:35,04:02:19,42.2 km,10:18:12
Richard Bickerton,---,865,---,264,30-34,38,Berkshire,GBR,---,---,01:10:48,3.9 km,00:06:46,07:21:26,180.2 km,00:06:33,04:49:50,42.2 km,13:35:23
Theresa Bidwell,---,278,---,637,35-39,45,---,NZL,---,---,00:56:14,3.9 km,00:05:30,05:51:31,180.2 km,00:02:04,03:58:32,42.2 km,10:53:51
Michael Bilsborough,---,357,---,475,35-39,45,NZ,GBR,---,---,00:58:33,3.9 km,00:04:41,05:47:41,180.2 km,00:01:16,04:22:02,42.2 km,11:14:13
Philip Binnie,---,593,---,1092,50-54,56,NZ,NZL,---,---,01:05:34,3.9 km,00:07:00,06:24:33,180.2 km,00:02:57,04:29:37,42.2 km,12:09:41
 david Biondo,---,1003,---,265,30-34,37,VIC,AUS,---,---,01:21:42,3.9 km,00:07:36,07:38:59,180.2 km,00:04:22,05:34:07,42.2 km,14:46:46
Robert Bird,---,857,---,476,35-39,43,---,NZL,---,---,00:59:30,3.9 km,00:08:58,07:35:02,180.2 km,00:02:35,04:44:21,42.2 km,13:30:26
Karen Bishop,---,653,---,878,40-44,49,---,ZAF,---,---,01:12:56,3.9 km,00:10:32,06:40:19,180.2 km,00:04:53,04:22:04,42.2 km,12:30:44
Matt Biss,---,927,---,921,45-49,54,---,NZL,---,---,01:15:58,3.9 km,00:12:20,06:49:13,180.2 km,00:07:30,05:34:49,42.2 km,13:59:50
Clint Black,---,326,---,477,35-39,43,---,NZL,---,---,01:12:54,3.9 km,00:08:28,05:27:30,180.2 km,00:02:44,04:12:03,42.2 km,11:03:39
Katie Black,---,1043,---,1052,45-49,52,---,NZL,---,---,01:33:45,3.9 km,00:17:50,07:48:49,180.2 km,00:11:26,05:24:53,42.2 km,15:16:43
Edward Blair,---,163,---,478,35-39,42,---,GBR,---,---,00:58:31,3.9 km,00:06:27,05:30:39,180.2 km,00:03:33,03:43:19,42.2 km,10:22:29
Sarah Blair,---,488,---,1053,45-49,53,NZ,NZL,---,---,01:04:01,3.9 km,00:06:00,06:13:10,180.2 km,00:04:05,04:19:08,42.2 km,11:46:24
Mark Blake,---,121,---,922,45-49,51,---,AUS,---,---,00:51:11,3.9 km,00:04:50,05:33:32,180.2 km,00:03:13,03:36:06,42.2 km,10:08:52
Katie Blampied,---,523,---,240,25-29,35,---,NZL,---,---,00:55:17,3.9 km,00:05:07,06:23:10,180.2 km,00:02:04,04:28:04,42.2 km,11:53:42
Mark Blampied,---,306,---,266,30-34,37,---,NZL,---,---,00:57:42,3.9 km,00:05:19,06:02:56,180.2 km,00:02:13,03:50:24,42.2 km,10:58:34
Daryl Bloomfield,---,943,---,479,35-39,42,---,NZL,---,---,01:16:41,3.9 km,00:06:36,06:59:16,180.2 km,00:02:26,05:42:19,42.2 km,14:07:18
Ali Boggs,---,716,---,879,40-44,49,NZ,NZL,---,---,01:00:12,3.9 km,00:04:39,06:03:57,180.2 km,00:04:27,05:34:35,42.2 km,12:47:50
Michelle Bolhuis,---,1116,---,1054,45-49,53,FL,CAN,---,---,01:22:47,3.9 km,00:10:18,08:25:23,180.2 km,00:08:37,06:47:13,42.2 km,16:54:18
Mike Bond,---,282,---,712,40-44,49,---,GBR,---,---,01:03:45,3.9 km,00:05:44,05:45:12,180.2 km,00:02:30,03:57:06,42.2 km,10:54:17
Richard Bond,---,348,---,711,40-44,49,WA,GBR,---,---,01:12:32,3.9 km,00:05:31,05:59:14,180.2 km,00:03:39,03:48:34,42.2 km,11:09:30
Ann Bondy,---,880,---,1282,60-64,66,NZ,NZL,---,---,01:24:55,3.9 km,00:05:22,07:06:32,180.2 km,00:03:57,05:00:32,42.2 km,13:41:18
Greg Booker,---,---,DNS,923,45-49,50,---,NZL,---,---,---,3.9 km,---,---,180.2 km,---,---,42.2 km,DNS
Kevin Bosch,---,246,---,480,35-39,41,---,NZL,---,---,00:59:31,3.9 km,00:04:54,05:23:47,180.2 km,00:01:50,04:14:33,42.2 km,10:44:35
Cobus Botha,---,969,---,123,25-29,31,Auckland,NZL,---,---,01:18:13,3.9 km,00:07:55,06:22:48,180.2 km,00:03:56,06:28:07,42.2 km,14:20:59
Lucius Botha,---,325,---,267,30-34,38,---,ZAF,---,---,01:13:48,3.9 km,00:06:18,05:50:57,180.2 km,00:02:53,03:49:10,42.2 km,11:03:06
Riaan Botha,---,921,---,713,40-44,47,---,ZAF,---,---,01:04:02,3.9 km,00:08:47,06:35:47,180.2 km,00:05:49,06:04:03,42.2 km,13:58:28
Jimmy Bowden,---,518,---,481,35-39,45,---,NZL,---,---,01:05:43,3.9 km,00:10:28,06:17:52,180.2 km,00:04:19,04:14:42,42.2 km,11:53:04
James Bowstead,---,5,---,4,PRO,29,NZ,NZL,---,---,00:53:10,3.9 km,00:03:41,04:41:11,180.2 km,00:01:55,03:22:49,42.2 km,09:02:46
Susie Boyd Brown,---,910,---,1247,55-59,62,---,NZL,---,---,01:25:24,3.9 km,00:12:47,07:17:44,180.2 km,00:06:03,04:52:10,42.2 km,13:54:08
Dale Boyeson,---,416,---,268,30-34,35,---,GBR,---,---,01:03:17,3.9 km,00:09:44,06:01:33,180.2 km,00:03:30,04:10:43,42.2 km,11:28:47
Terenzo Bozzone,---,2,---,2,PRO,31,CA,NZL,---,---,00:46:29,3.9 km,00:03:06,04:42:31,180.2 km,00:01:01,02:56:53,42.2 km,08:30:00
Mike Bradford,---,740,---,714,40-44,47,---,NZL,---,---,01:18:15,3.9 km,00:07:39,06:26:36,180.2 km,00:07:13,04:52:59,42.2 km,12:52:42
Tony Bradley,---,666,---,924,45-49,53,---,AUS,---,---,01:08:54,3.9 km,00:09:02,06:27:51,180.2 km,00:04:53,04:44:36,42.2 km,12:35:16
Duane Braithwaite,---,895,---,482,35-39,44,NZ,NZL,---,---,00:59:32,3.9 km,00:05:03,05:59:41,180.2 km,00:04:23,06:40:14,42.2 km,13:48:53
Damian Brannigan,---,549,---,925,45-49,55,Auckland,NZL,---,---,01:02:00,3.9 km,00:07:27,06:32:49,180.2 km,00:04:10,04:13:07,42.2 km,11:59:33
Simon Breed,---,492,---,715,40-44,48,---,NZL,---,---,01:16:20,3.9 km,00:08:37,06:09:57,180.2 km,00:06:10,04:06:36,42.2 km,11:47:40
Michael Brent,---,82,---,124,25-29,34,---,NZL,---,---,00:51:57,3.9 km,00:04:32,05:12:32,180.2 km,00:02:20,03:41:20,42.2 km,09:52:41
Kyle Bridgeman,---,70,---,125,25-29,33,Wellington,NZL,---,---,00:53:46,3.9 km,00:03:40,05:17:34,180.2 km,00:00:48,03:33:14,42.2 km,09:49:02
Steffen Brocks,---,143,---,716,40-44,48,---,USA,---,---,00:57:09,3.9 km,00:05:44,05:25:23,180.2 km,00:01:35,03:44:26,42.2 km,10:14:17
Maureen Brook,---,562,---,1171,50-54,56,ON,CAN,---,---,01:09:37,3.9 km,00:06:37,06:16:32,180.2 km,00:04:05,04:26:07,42.2 km,12:02:58
Greg Brooks,---,629,---,269,30-34,40,---,NZL,---,---,01:04:05,3.9 km,00:09:38,06:23:13,180.2 km,00:04:42,04:42:18,42.2 km,12:23:56
Matthew Brostrom,---,762,---,483,35-39,45,MI,USA,---,---,01:24:30,3.9 km,00:07:17,06:36:39,180.2 km,00:04:15,04:45:05,42.2 km,12:57:46
Cameron Brown,---,1,---,1,PRO,44,NZ,NZL,---,---,00:49:28,3.9 km,00:03:17,04:40:29,180.2 km,00:01:03,02:47:35,42.2 km,08:21:52
Jan-Maree Brown,---,808,---,1172,50-54,58,---,NZL,---,---,01:09:12,3.9 km,00:07:39,06:59:04,180.2 km,00:02:14,04:56:43,42.2 km,13:14:52
Mike Brown,---,195,---,926,45-49,50,---,NZL,---,---,00:58:12,3.9 km,00:04:58,05:27:15,180.2 km,00:01:17,04:00:17,42.2 km,10:31:59
Robin Brown,---,209,---,48,45-49,55,---,NZL,---,---,01:01:35,3.9 km,00:06:37,05:33:07,180.2 km,00:02:26,03:52:00,42.2 km,10:35:45
Sarah Brown,---,1097,---,47,40-44,48,Waikato,NZL,---,---,01:24:55,3.9 km,00:14:45,08:04:06,180.2 km,00:08:10,06:26:19,42.2 km,16:18:15
Thomas Brown,---,---,DNS,927,45-49,52,---,HKG,---,---,---,3.9 km,---,---,180.2 km,---,---,42.2 km,DNS
Andrew Brunt,---,695,---,270,30-34,36,NZ,NZL,---,---,01:01:21,3.9 km,00:06:38,06:08:07,180.2 km,00:03:15,05:23:21,42.2 km,12:42:42
Matthew Brunton,---,535,---,484,35-39,44,---,NZL,---,---,01:02:40,3.9 km,00:07:31,06:45:36,180.2 km,00:03:54,03:56:17,42.2 km,11:55:58
Gary Burgess,---,96,---,1093,50-54,59,---,NZL,---,---,00:53:42,3.9 km,00:05:22,05:11:52,180.2 km,00:03:00,03:44:38,42.2 km,09:58:34
Owen Burgess,---,824,---,485,35-39,45,---,NZL,---,---,01:17:14,3.9 km,00:11:38,06:43:18,180.2 km,00:09:26,05:00:42,42.2 km,13:22:18
Catherine Burke,---,1020,---,880,40-44,48,---,AUS,---,---,01:12:09,3.9 km,00:08:05,06:37:06,180.2 km,00:03:40,06:58:12,42.2 km,14:59:12
Mark Burke,---,184,---,928,45-49,54,NZ,NZL,---,---,01:05:09,3.9 km,00:04:36,05:17:36,180.2 km,00:01:37,03:58:43,42.2 km,10:27:41
Brad Burnett,---,244,---,271,30-34,39,---,NZL,---,---,01:00:49,3.9 km,00:06:41,05:53:13,180.2 km,00:02:27,03:40:49,42.2 km,10:43:59
Dougal Burton,---,763,---,929,45-49,50,---,AUS,---,---,00:54:43,3.9 km,00:07:42,06:24:54,180.2 km,00:04:40,05:26:06,42.2 km,12:58:05
Daniel Butler,---,314,---,486,35-39,41,QLD,AUS,---,---,00:54:05,3.9 km,00:05:17,05:24:24,180.2 km,00:03:17,04:33:11,42.2 km,11:00:14
Trist Bycroft,---,480,---,717,40-44,49,OK,USA,---,---,01:10:11,3.9 km,00:07:47,05:58:35,180.2 km,00:04:51,04:23:22,42.2 km,11:44:46
Tony Byrne,---,---,DNF,1258,60-64,69,NSW,AUS,---,---,01:29:58,3.9 km,00:17:36,---,180.2 km,---,---,42.2 km,DNF
Andrew Cable,---,878,---,930,45-49,51,---,NZL,---,---,01:24:22,3.9 km,00:08:26,06:12:48,180.2 km,00:08:09,05:47:17,42.2 km,13:41:02
Paul Cadman,---,107,---,487,35-39,44,---,NZL,---,---,00:53:54,3.9 km,00:05:14,05:23:50,180.2 km,00:01:59,03:39:21,42.2 km,10:04:18
Todd Calkin,---,410,---,126,25-29,32,Auckland,NZL,---,---,00:54:19,3.9 km,00:06:22,05:33:50,180.2 km,00:03:54,04:49:28,42.2 km,11:27:53
Neil Cameron,---,794,---,1206,55-59,62,NZ,NZL,---,---,01:18:20,3.9 km,00:10:05,06:51:52,180.2 km,00:03:42,04:45:32,42.2 km,13:09:31
Sonya Cameron,---,---,DNS,221,25-29,32,Otago,NZL,---,---,---,3.9 km,---,---,180.2 km,---,---,42.2 km,DNS
Callum Campbell,---,211,---,488,35-39,41,NZ,NZL,---,---,01:01:13,3.9 km,00:06:21,05:35:41,180.2 km,00:02:38,03:50:57,42.2 km,10:36:50
Jamie Campbell,---,---,DNS,931,45-49,55,---,NZL,---,---,---,3.9 km,---,---,180.2 km,---,---,42.2 km,DNS
Sergio Campillo-Diaz,---,1108,---,489,35-39,41,Mexico City,MEX,---,---,01:37:23,3.9 km,00:11:33,08:13:00,180.2 km,00:09:16,06:34:32,42.2 km,16:45:44
John Carey,---,49,---,11,PRO,40,---,AUS,---,---,00:57:02,3.9 km,00:04:26,05:11:41,180.2 km,00:01:19,03:27:48,42.2 km,09:42:16
Derek Carline,---,340,---,718,40-44,47,South Island,NZL,---,---,01:01:51,3.9 km,00:06:17,05:48:11,180.2 km,00:04:19,04:06:42,42.2 km,11:07:20
Luiz Carlos Cassemiro,---,949,---,1095,50-54,58,DF,BRA,---,---,01:24:04,3.9 km,00:15:37,06:45:33,180.2 km,00:05:01,05:39:15,42.2 km,14:09:30
Martin Carlyle,---,1035,---,932,45-49,52,---,NZL,---,---,01:16:44,3.9 km,00:12:11,07:38:12,180.2 km,00:10:53,05:51:24,42.2 km,15:09:24
John Carney,---,1106,---,933,45-49,52,VA,USA,---,---,01:37:39,3.9 km,00:11:35,08:31:33,180.2 km,00:03:44,06:18:55,42.2 km,16:43:26
Joanna Carritt,---,---,DNS,19,PRO,40,---,GBR,---,---,---,3.9 km,---,---,180.2 km,---,---,42.2 km,DNS
Barb Carson,---,781,---,1248,55-59,61,---,NZL,---,---,01:28:45,3.9 km,00:06:23,06:44:25,180.2 km,00:03:46,04:38:35,42.2 km,13:01:54
Jim Carter,---,422,---,1094,50-54,57,---,NZL,---,---,01:11:57,3.9 km,00:08:27,05:55:09,180.2 km,00:03:18,04:10:41,42.2 km,11:29:32
Lee Cartmell,---,207,---,272,30-34,39,wellington,NZL,---,---,01:02:12,3.9 km,00:08:14,05:42:50,180.2 km,00:03:21,03:38:28,42.2 km,10:35:05
David Casey,---,138,---,490,35-39,45,---,IRL,---,---,01:08:30,3.9 km,00:05:36,05:16:33,180.2 km,00:02:24,03:40:01,42.2 km,10:13:04
