name,genderRank,divRank,overallRank,bib,division,age,state,country,profession,points,swim,swimDistance,t1,bike,bikeDistance,t2,run,runDistance,overall
Jose-Gustavo Gonzalez,---,1981,---,1886,45-49,---,---,MEX,---,---,01:17:38,3.9 km,00:12:04,07:39:44,180.2 km,00:12:49,06:24:32,42.2 km,15:46:47
Pablo Gonzalez,---,1119,---,1472,40-44,---,---,MEX,---,---,01:11:45,3.9 km,00:06:13,06:31:31,180.2 km,00:04:17,04:00:24,42.2 km,11:54:10
Dave Goodwin-Fielding,---,1368,---,205,25-29,---,---,GBR,---,---,01:10:44,3.9 km,00:09:17,06:10:15,180.2 km,00:09:09,04:48:45,42.2 km,12:28:10
Paolo Gorni,---,113,---,477,30-34,---,---,ITA,---,---,00:59:16,3.9 km,00:02:48,05:14:05,180.2 km,00:03:00,03:23:17,42.2 km,09:42:26
Martin Goschier,---,396,---,206,25-29,---,---,AUT,---,---,01:14:48,3.9 km,00:04:30,05:06:26,180.2 km,00:03:05,04:03:34,42.2 km,10:32:23
Karl Gotthardt,---,---,DNS,207,25-29,---,---,AUT,---,---,---,3.9 km,---,---,180.2 km,---,---,42.2 km,DNS
Helmut Gottsberger,---,445,---,478,30-34,---,---,AUT,---,---,01:17:20,3.9 km,00:03:37,05:35:39,180.2 km,00:03:01,03:40:09,42.2 km,10:39:46
Luise Gould,---,1704,---,2358,35-39,---,---,GBR,---,---,01:12:00,3.9 km,00:06:59,06:50:48,180.2 km,00:10:42,05:09:01,42.2 km,13:29:30
Peter Gowans,---,540,---,969,35-39,---,---,GBR,---,---,01:02:16,3.9 km,00:04:39,05:18:43,180.2 km,00:04:45,04:19:17,42.2 km,10:49:40
Gerald Grabmayer,---,235,---,208,25-29,---,---,AUT,---,---,01:09:29,3.9 km,00:03:43,05:12:50,180.2 km,00:02:47,03:37:05,42.2 km,10:05:54
Manfred Grabner,---,650,---,970,35-39,---,---,AUT,---,---,01:11:54,3.9 km,00:05:25,05:41:32,180.2 km,00:05:16,03:54:46,42.2 km,10:58:53
Ralph Gradischnig,---,927,---,971,35-39,---,---,AUT,---,---,01:24:06,3.9 km,00:05:54,05:48:12,180.2 km,00:06:35,04:07:29,42.2 km,11:32:16
Carsten Graef,---,---,DNS,480,30-34,---,---,DEU,---,---,---,3.9 km,---,---,180.2 km,---,---,42.2 km,DNS
Franz Grafeneder,---,365,---,1887,45-49,---,---,AUT,---,---,00:59:45,3.9 km,00:04:01,05:29:14,180.2 km,00:03:46,03:50:50,42.2 km,10:27:36
Craig Graham,---,1628,---,972,35-39,---,---,GBR,---,---,01:08:33,3.9 km,00:08:14,06:33:23,180.2 km,00:08:40,05:14:15,42.2 km,13:13:05
