name,genderRank,divRank,overallRank,bib,division,age,state,country,profession,points,swim,swimDistance,t1,bike,bikeDistance,t2,run,runDistance,overall
Siegfried Schmidt,---,---,DNF,1558,70-74,72,---,DEU,---,---,01:24:18,2.4 mi,00:05:52,06:30:31,112 mi,00:06:04,---,26.2 mi,DNF
Ben Schorr,---,---,DNF,773,45-49,47,AZ,USA,---,---,01:36:05,2.4 mi,00:11:42,---,112 mi,---,---,26.2 mi,DNF
Rodney P Scott,---,---,DNF,246,40-44,---,---,USA,---,---,00:59:31,2.4 mi,00:03:08,05:12:03,112 mi,00:01:40,---,26.2 mi,DNF
Ali Seckin,---,---,DNS,711,40-44,43,NY,TUR,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Felix J Serralles,---,---,DNS,1530,18-24,---,---,PRI,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Tatsuo Shimizu,---,---,DNS,905,45-49,51,---,JPN,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Kyle Shipman,---,---,DNF,695,25-29,29,GA,USA,---,---,01:48:51,2.4 mi,00:17:02,---,112 mi,---,---,26.2 mi,DNF
Sandra I Simons,---,---,DNS,533,50-54,---,---,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
James Sims,---,---,DNS,1271,25-29,31,---,GBR,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Jeff Sinelli,---,---,DNS,1455,45-49,48,TX,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Todd Skipworth,---,---,DNF,16,PRO,31,WA,AUS,---,---,00:44:29,2.4 mi,00:02:03,---,112 mi,---,---,26.2 mi,DNF
Mike (Wm) Slade,---,---,DNF,1725,60-64,64,GA,USA,---,---,01:37:01,2.4 mi,00:09:50,08:37:22,112 mi,00:06:58,06:39:04,26.2 mi,DNF
Theresa Small,---,---,DNS,1752,45-49,48,GA,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Brenda Smith,---,---,DNS,2301,45-49,---,---,MEX,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
John Smith,---,---,DNS,819,30-34,33,FL,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Kathleen Smith,---,---,DNF,315,50-54,56,Quintana Roo,MEX,---,---,01:06:53,2.4 mi,00:06:01,06:35:05,112 mi,00:08:42,---,26.2 mi,DNF
Len Smith,---,---,DNS,124,45-49,49,ON,CAN,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Robert Smith,---,---,DNS,815,30-34,34,CO,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Reinier Smulders,---,---,DNS,1178,30-34,33,NL,NLD,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Valerie Snider,---,---,DNS,1371,18-24,25,TX,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Katie Snowden,---,---,DNF,1756,25-29,30,ON,CAN,---,---,01:09:30,2.4 mi,00:04:42,07:12:10,112 mi,00:03:15,---,26.2 mi,DNF
Stephen J. Snyder,---,---,DNF,450,50-54,53,IL,USA,---,---,01:22:46,2.4 mi,00:13:08,---,112 mi,---,---,26.2 mi,DNF
Ruben Sola Fox,---,---,DNS,1525,35-39,40,ES,ESP,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
John Paul Sommer,---,---,DNS,439,40-44,44,TX,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
William Sosebee,---,---,DNS,1211,45-49,47,AR,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Martin Soubelet,---,---,DNS,1632,40-44,43,---,ARG,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Jennifer Spanner,---,---,DNS,2242,30-34,32,NC,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Brenda Coral Spasiuk,---,---,DNS,220,25-29,28,---,ARG,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Paul Spiro,---,---,DNS,1026,35-39,40,NY,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Mike Stanley,---,---,DNS,1616,35-39,---,---,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Dave Steckler,---,---,DNS,247,50-54,52,---,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
